,val_loss,val_accuracy,loss,accuracy,lr
0,0.019556809216737747,1.0,0.0023919382373836025,1.0,9.999999747378752e-05
1,0.018212290480732918,1.0,0.0027437130337109768,0.9975903630256653,9.999999747378752e-05
2,0.017518317326903343,1.0,0.0024719180406204294,0.9977678656578064,9.999999747378752e-05
3,0.01769845187664032,1.0,0.0026792360155517797,1.0,9.999999747378752e-05
4,0.017131289467215538,1.0,0.0024380629018218402,0.9951807260513306,9.999999747378752e-05
5,0.016896767541766167,1.0,0.0024232421348050954,0.9951807260513306,9.999999747378752e-05
6,0.01686445064842701,1.0,0.0021834602310176355,0.9975903630256653,9.999999747378752e-05
7,0.016931725665926933,1.0,0.0024240971015519405,1.0,9.999999747378752e-05
8,0.016768041998147964,1.0,0.002368138251960816,0.9975903630256653,9.999999747378752e-05
9,0.017165200784802437,1.0,0.002250567960020687,0.9977678656578064,9.999999747378752e-05
10,0.016554148867726326,1.0,0.0023826113195007386,0.9973822236061096,9.999999747378752e-05
11,0.016654888167977333,1.0,0.002053763368166983,1.0,9.999999747378752e-05
12,0.017223477363586426,1.0,0.0018973607928997062,1.0,9.999999747378752e-05
13,0.016921401023864746,1.0,0.002034370554611087,1.0,9.999999747378752e-05
14,0.017045339569449425,1.0,0.0022384555903768324,1.0,9.999999747378752e-05
15,0.017024055123329163,1.0,0.0019678064173154802,1.0,9.999999747378752e-05
16,0.01691795513033867,1.0,0.001969149485454861,0.9975903630256653,9.999999747378752e-05
17,0.016976606100797653,1.0,0.0021019928334056436,1.0,9.999999747378752e-05
18,0.017198218032717705,1.0,0.001794362544777792,1.0,9.999999747378752e-05
19,0.017559537664055824,1.0,0.0019237969053841858,1.0,9.999999747378752e-05
20,0.017438896000385284,1.0,0.0019011917424255184,0.9977678656578064,9.999999747378752e-05
21,0.01722881756722927,1.0,0.0018533937470299917,1.0,9.999999747378752e-05
22,0.01725691929459572,1.0,0.0018316619763416903,1.0,9.999999747378752e-05
23,0.01704350672662258,1.0,0.0016330791985144817,1.0,9.999999747378752e-05
24,0.016914088279008865,1.0,0.001843811215900154,1.0,9.999999747378752e-05
25,0.016308527439832687,1.0,0.0016302088373733392,1.0,9.999999747378752e-05
26,0.016026055440306664,1.0,0.0017700019125624683,1.0,9.999999747378752e-05
27,0.01601177081465721,1.0,0.0016731954965156963,1.0,9.999999747378752e-05
28,0.015951858833432198,1.0,0.0018208412387009179,0.9955357313156128,9.999999747378752e-05
29,0.016198016703128815,1.0,0.0016254938861175654,1.0,9.999999747378752e-05
30,0.01625269651412964,1.0,0.0018023653727316533,0.9975903630256653,9.999999747378752e-05
31,0.016579249873757362,1.0,0.002113091255852347,0.9975903630256653,9.999999747378752e-05
32,0.01646113209426403,1.0,0.0016339514659807445,1.0,9.999999747378752e-05
33,0.016713440418243408,1.0,0.0018235288028206145,1.0,9.999999747378752e-05
34,0.016684742644429207,1.0,0.0017868807330283858,1.0,9.999999747378752e-05
35,0.016396714374423027,1.0,0.0018006124633497425,1.0,9.999999747378752e-05
36,0.01681419089436531,1.0,0.001647978827233864,1.0,9.999999747378752e-05
37,0.016438039019703865,1.0,0.0016165006679058542,1.0,9.999999747378752e-05
38,0.016295596957206726,1.0,0.0018519649914066707,1.0,9.999999747378752e-05
39,0.01649794913828373,1.0,0.0014073654128440533,1.0,9.999999747378752e-05
40,0.015890929847955704,1.0,0.001802493453429765,1.0,9.999999747378752e-05
41,0.015988657251000404,1.0,0.0016362507182386625,1.0,9.999999747378752e-05
42,0.015859581530094147,1.0,0.0016653298290940114,1.0,9.999999747378752e-05
43,0.015358317643404007,1.0,0.001531938706258578,1.0,9.999999747378752e-05
44,0.01624930649995804,1.0,0.0016824238594195032,1.0,9.999999747378752e-05
45,0.01573806256055832,1.0,0.0017559902580376928,1.0,9.999999747378752e-05
46,0.01641364023089409,1.0,0.0015570437544059144,1.0,9.999999747378752e-05
47,0.01678144745528698,1.0,0.0014635050403220312,1.0,9.999999747378752e-05
48,0.01695067249238491,1.0,0.001434135344440499,1.0,9.999999747378752e-05
49,0.01687999628484249,1.0,0.0014139501094616142,1.0,9.999999747378752e-05
50,0.016421083360910416,1.0,0.0013440775063663093,1.0,9.999999747378752e-05
51,0.0167761892080307,1.0,0.0014841788049255098,1.0,9.999999747378752e-05
52,0.016718829050660133,1.0,0.0015493162513920229,1.0,9.999999747378752e-05
53,0.016549093648791313,1.0,0.0014948308733957155,1.0,9.999999747378752e-05
54,0.016359642148017883,1.0,0.0013433794538681228,1.0,9.999999747378752e-05
55,0.016363220289349556,1.0,0.001406943860059851,1.0,9.999999747378752e-05
56,0.01591247320175171,1.0,0.001429339862955981,1.0,9.999999747378752e-05
57,0.01549222320318222,1.0,0.0014546554409393883,1.0,9.999999747378752e-05
58,0.015381225384771824,1.0,0.0011826644135437098,1.0,9.999999747378752e-05
59,0.015698719769716263,1.0,0.0013953404439366367,1.0,9.999999747378752e-05
60,0.015708137303590775,1.0,0.0014394845426396793,1.0,9.999999747378752e-05
61,0.01575661264359951,1.0,0.0016265758146931017,0.9977678656578064,9.999999747378752e-05
62,0.015590994618833065,1.0,0.0014840671641146203,1.0,9.999999747378752e-05
63,0.015832915902137756,1.0,0.001394748178602432,1.0,9.999999747378752e-05
64,0.015850093215703964,1.0,0.0014530828856605003,0.9975903630256653,9.999999747378752e-06
65,0.015900608152151108,1.0,0.0014323737923931106,1.0,9.999999747378752e-06
66,0.01595383882522583,1.0,0.0011621851645163205,1.0,9.999999747378752e-06
67,0.015983065590262413,1.0,0.0012351478050862039,1.0,9.999999747378752e-06
68,0.015968959778547287,1.0,0.0011738972940358772,1.0,9.999999747378752e-06
69,0.01595599204301834,1.0,0.0012677949039736785,1.0,9.999999747378752e-06
70,0.015964029356837273,1.0,0.0013103173448176808,1.0,9.999999747378752e-06
71,0.015955332666635513,1.0,0.0013026381837181657,1.0,9.999999747378752e-06
72,0.015901342034339905,1.0,0.0010824976249104252,1.0,9.999999747378752e-06
73,0.015865406021475792,1.0,0.0011087899495448386,1.0,9.999999747378752e-06
74,0.015824640169739723,1.0,0.0012612344961642672,1.0,9.999999747378752e-06
75,0.015756962820887566,1.0,0.0010694853845052421,1.0,9.999999747378752e-06
76,0.015690218657255173,1.0,0.0011682538432069122,1.0,9.999999747378752e-06
77,0.0156868863850832,1.0,0.0013551538936367416,1.0,9.999999747378752e-06
78,0.015653710812330246,1.0,0.0012607249338740865,1.0,9.999999747378752e-06
79,0.015606294386088848,1.0,0.0010890252540359296,1.0,9.999999747378752e-06
80,0.015579890459775925,1.0,0.0012004467106076428,1.0,9.999999747378752e-06
81,0.015548068098723888,1.0,0.0011185579349746906,1.0,9.999999747378752e-06
82,0.015515978448092937,1.0,0.0010897129490769592,1.0,9.999999747378752e-06
83,0.015480069443583488,1.0,0.0012330751248960754,1.0,9.999999747378752e-06
84,0.015458245761692524,1.0,0.0012063986921150769,1.0,9.999999974752427e-07
85,0.015435682609677315,1.0,0.0012670385542189147,1.0,9.999999974752427e-07
86,0.015417147427797318,1.0,0.001107278886982905,1.0,9.999999974752427e-07
87,0.015396843664348125,1.0,0.001176054640224271,1.0,9.999999974752427e-07
88,0.015375380404293537,1.0,0.0010338660750358578,1.0,9.999999974752427e-07
89,0.015345410443842411,1.0,0.001165212646227734,1.0,9.999999974752427e-07
90,0.015315192751586437,1.0,0.0012752473014911794,1.0,9.999999974752427e-07
91,0.015292911790311337,1.0,0.0011817062798191804,1.0,9.999999974752427e-07
92,0.015272285789251328,1.0,0.0011446043666053032,1.0,9.999999974752427e-07
93,0.015254097059369087,1.0,0.0010921772576430926,1.0,9.999999974752427e-07
94,0.015238702297210693,1.0,0.0012300246605559824,1.0,9.999999974752427e-07
95,0.01522474829107523,1.0,0.0011830328786970083,1.0,9.999999974752427e-07
96,0.015211354941129684,1.0,0.0012152653570020838,1.0,9.999999974752427e-07
97,0.015196442604064941,1.0,0.0011730690750416863,1.0,9.999999974752427e-07
98,0.015177846886217594,1.0,0.0012416922382483776,1.0,9.999999974752427e-07
99,0.015159389935433865,1.0,0.0011671367561422198,1.0,9.999999974752427e-07
100,0.015144034288823605,1.0,0.0012514065693031593,1.0,9.999999974752427e-07
101,0.015129285864531994,1.0,0.0010666718726124928,1.0,9.999999974752427e-07
102,0.015112011693418026,1.0,0.0010641198605298996,1.0,9.999999974752427e-07
103,0.015096114948391914,1.0,0.0010994382121274808,1.0,9.999999974752427e-07
