,val_loss,val_accuracy,loss,accuracy,lr
0,0.019822023808956146,1.0,0.0031466011900499642,0.9951807260513306,9.999999747378752e-05
1,0.019650515168905258,1.0,0.0034400996746472923,0.9975903630256653,9.999999747378752e-05
2,0.020081209018826485,1.0,0.0033689480039279865,0.9951807260513306,9.999999747378752e-05
3,0.020176835358142853,1.0,0.003540196713531412,1.0,9.999999747378752e-05
4,0.020547067746520042,1.0,0.002989308110305241,0.9977678656578064,9.999999747378752e-05
5,0.02072240225970745,1.0,0.0029068309656647313,0.9975903630256653,9.999999747378752e-05
6,0.02030796743929386,1.0,0.0029782738065324632,0.9975903630256653,9.999999747378752e-05
7,0.020178543403744698,1.0,0.0028678935924432722,0.9927710890769958,9.999999747378752e-05
8,0.01999606005847454,1.0,0.0029514892340963147,0.9975903630256653,9.999999747378752e-05
9,0.019579526036977768,1.0,0.0026634699564023192,0.9975903630256653,9.999999747378752e-05
